Crop,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Maize,Winter,Jamalpur,600.0,1059,2227.0,-1943198.0,-5850.0,1.765
Maize,Winter,Tongi,10133.0,20579,565.7,-1404660.48,-5149.46,2.0308891739859862
Maize,Summer,Tangail,56994.0,112994,1355.8,8789289.44,18087.78,1.9825595676737902
Maize,Winter,Chittagong,111362.0,347253,378.9863640000001,14655362.239999998,24749.46,3.118236023059931
Maize,Monsoon,Kaptai,37800.0,54985,2139.5,95252.0,-4062.0,1.4546296296296297
Maize,Monsoon,Faridpur,13412.0,30000,-70.69999999999999,-287153.48,-3049.36,2.236802863107665
Maize,Monsoon,Mymensingh,369521.0,395957,532.5,32508674.799999997,95161.09,1.0715412655843646
Maize,Monsoon,Cox's Bazar,552897.0,2436849,548.7,75888087.53,137282.19,4.40741946510833
Maize,Monsoon,Kaptai,38429.0,52297,1957.6999999999998,2772574.93,6991.540000000001,1.3608732988107939
Maize,Monsoon,Kushtia,841751.0,1294882,504.0,90195303.34,173767.71,1.5383195267959289
Maize,Autumn,Gazipur,44436.0,111619,744.4000000000001,3996003.84,7885.68,2.511904761904762
Maize,Monsoon,Jessore,501624.0,996315,311.0,76163051.68,79276.08,1.986178890962155
Maize,Summer,Mymensingh,184273.0,719263,274.0,26098549.43,51810.09,3.9032468131522253
Maize,Monsoon,Cox's Bazar,463203.0,1597928,15.700000000000045,68926680.32,164017.14,3.449735860950814
Maize,Monsoon,Rangpur,6.0,23,1653.3000000000002,-1999428.98,-5998.139999999999,3.8333333333333335
Maize,Summer,Kushtia,66929.0,125558,565.3,8256869.25,17425.15,1.8759879872700922
Maize,Monsoon,Chittagong,1091587.0,2982667,624.9000000000001,170372503.2,354223.71,2.7324134494089796
Maize,Winter,Mymensingh,284883.0,2131513,605.5999999999999,40658319.75,90709.05,7.482064566857272
Maize,Summer,Kushtia,45815.0,94700,392.79999999999995,5431193.0,10035.25,2.06700862163047
Maize,Autumn,Gazipur,111982.0,284745,891.9000000000001,16601330.02,20875.68,2.5427747316533016
Maize,Whole Year,Narayanganj,197782.0,759112,327.9,22258739.22,34512.04,3.8381248040772165
Maize,Monsoon,Tangail,789100.0,1159800,275.70000000000005,121606781.0,251403.0,1.469775693828412
Maize,Autumn,Gazipur,98714.0,202050,946.2,14536569.28,26575.62,2.046822132625565
Maize,Monsoon,Rangamati,293858.0,523609,1372.6,45403116.78,93973.14,1.7818436115402678
Maize,Summer,Chittagong,19621.0,67607,619.0999999999999,-817473.7999999998,-5132.65,3.4456449722236377
Maize,Monsoon,Jessore,360070.0,1091197,250.39999999999998,36214229.1,91218.9,3.030513511261699
Maize,Summer,Dinajpur,4000.0,8300,-339.4,-3396800.0,-10760.0,2.075
Maize,Autumn,Barisal,43701.0,117402,939.9000000000001,1314357.4900000002,-3200.7299999999996,2.686483146838745
Maize,Monsoon,Kaptai,47018.0,68978,1442.9,3793630.8200000003,3694.8600000000006,1.4670551703602877
Maize,Summer,Gazipur,4454.0,12540,891.9000000000001,-1260146.06,-4931.04,2.815446789402784
Maize,Monsoon,Rajshahi,17209.0,26167,2595.9,681506.3799999999,-3074.47,1.5205415770817596
Maize,Monsoon,Narsingdi,126000.0,502000,-94.79999999999995,17107520.0,29580.0,3.984126984126984
Maize,Monsoon,Faridpur,9000.0,18000,-98.69999999999999,-641360.0,-3030.0,2.0
Maize,Winter,Tangail,297952.0,795312,955.8,48176235.52,101242.24,2.669262163032972
Maize,Monsoon,Feni,39970.0,67950,2806.9,5027476.0,9390.7,1.700025018764073
Maize,Monsoon,Dinajpur,387000.0,539400,490.5,62830240.0,121710.0,1.3937984496124032
Maize,Summer,Tangail,19200.0,25300,439.4000000000001,-2547968.0,-10776.0,1.3177083333333333
Maize,Monsoon,Rangamati,330208.0,525800,589.5,30416519.36,79854.08,1.5923296831088283
Maize,Winter,Tangail,57900.0,81100,437.4000000000001,2730942.0,4896.0,1.4006908462867012
Maize,Monsoon,Feni,39770.0,59120,1803.4,4305318.0,3363.2,1.4865476489816445
Maize,Summer,Dinajpur,6541.0,13374,806.5,-54890.91000000003,-1233.93,2.044641492126586
Maize,Summer,Gazipur,276.0,240,757.0999999999999,-2972731.2,-8919.96,0.8695652173913043
Maize,Winter,Chittagong,102820.0,347250,1038.5,14521707.2,30930.6,3.3772612332231082
Maize,Monsoon,Rangpur,19720.0,44380,929.0999999999999,1113985.2000000002,507.60000000000036,2.2505070993914806
Maize,Summer,Natore,48.0,118,1335.4,-1993064.48,-5987.04,2.4583333333333335
Maize,Monsoon,Faridpur,9662.0,19000,439.20000000000005,604954.8200000001,-681.1199999999999,1.9664665700683088
Maize,Summer,Kushtia,21930.0,31514,272.9,925462.0,-2491.2,1.4370269037847698
Maize,Winter,Chittagong,65189.0,152769,802.9,5657752.57,13949.14,2.343478194173864
Maize,Summer,Chittagong,9056.0,27678,917.7,-18872.959999999963,-1098.24,3.056316254416961
Maize,Autumn,Gazipur,89218.0,181982,1136.9,11468349.28,23441.94,2.039745342868031
Maize,Monsoon,Satkhira,62140.0,112470,1169.0,5289476.0,942.3999999999996,1.8099452848406823
Maize,Winter,Jessore,303916.0,2313946,697.0,47483486.76,63939.84,7.613768278076837
Maize,Autumn,Mymensingh,223242.0,535877,712.0,33147220.479999997,78831.96,2.4004309224966627
Maize,Monsoon,Kaptai,48800.0,75226,1793.1999999999998,3706008.0,4104.0,1.541516393442623
Maize,Summer,Mymensingh,194577.0,1089887,1005.5999999999999,28818925.25,65101.95,5.601314646643745
Maize,Monsoon,Feni,36700.0,57050,2438.1,1632566.0,2808.0,1.5544959128065394
Maize,Monsoon,Jessore,314900.0,1019800,648.3,29112120.0,85321.0,3.238488409018736
Maize,Autumn,Mymensingh,277416.0,825146,461.0,38878719.36,82547.28,2.974399457853909
Maize,Monsoon,Barisal,33288.0,86409,756.5999999999999,-600296.56,-3345.120000000001,2.5958002883922133
Maize,Summer,Mymensingh,181481.0,623215,1200.2,22209565.4,23036.96,3.4340509474821057
Maize,Autumn,Tangail,21.0,19695,556.0999999999999,-2998001.43,-8993.49,937.8571428571429
Maize,Monsoon,Dhaka,19708.0,14056,2001.8000000000002,1091610.04,2321.16,0.7132129084635681
Maize,Winter,Satkhira,5330.0,10560,1322.1,-1160844.8,-3974.6,1.9812382739212007
Maize,Monsoon,Natore,23534.0,33712,735.4000000000001,-1599572.3399999999,-8645.82,1.4324806662700773
Maize,Monsoon,Jessore,305100.0,791500,527.5,27036367.0,88581.0,2.594231399541134
Maize,Monsoon,Tangail,658330.0,2136362,551.0999999999999,97889072.5,221415.5,3.2451232664469187
Maize,Winter,Mymensingh,284883.0,2131513,1005.5999999999999,42658319.75,96709.05,7.482064566857272
Maize,Summer,Barisal,107731.0,804847,1612.6,15473968.2,31705.85,7.4708950998319885
Maize,Winter,Dinajpur,88311.0,201807,184.29999999999995,11945190.01,23142.63,2.2851853110031595
Maize,Monsoon,Dhaka,27953.0,93179,1299.0,1219784.88,224.48999999999978,3.333416806782814
Maize,Monsoon,Sirajganj,119617.0,306937,724.5,16832500.48,39454.46,2.5659981440765107
Maize,Monsoon,Tangail,311800.0,671000,637.4000000000001,28861964.0,68832.0,2.152020525978191
Maize,Autumn,Mymensingh,244993.0,373167,597.7,32043798.72,13049.369999999999,1.523174131505798
Maize,Winter,Kushtia,7261.0,22734,-453.70000000000005,-4905041.2,-15749.09,3.130973695083322
Maize,Winter,Natore,82.0,127,1210.3,-1992237.06,-5979.5,1.548780487804878
Maize,Winter,Barisal,56211.0,317798,1595.8,7614335.75,16673.85,5.653662094607817
Maize,Monsoon,Rangpur,19590.0,43350,587.5,957306.3999999999,464.6999999999998,2.2128637059724348
Maize,Monsoon,Jessore,305100.0,791500,127.5,25036367.0,82581.0,2.594231399541134
Maize,Monsoon,Jessore,314900.0,1019800,848.3,30112120.0,88321.0,3.238488409018736
Maize,Monsoon,Kaptai,51000.0,78030,2592.9,6272200.0,11850.0,1.53
Maize,Summer,Kushtia,66929.0,125558,165.29999999999995,6256869.25,11425.150000000001,1.8759879872700922
Maize,Monsoon,Bogra,1516103.0,4369819,1246.7,259405851.3,557958.11,2.8822705317514705
Maize,Autumn,Gazipur,50230.0,65866,557.0999999999999,962724.0,2566.7000000000007,1.311288074855664
Maize,Autumn,Tongi,93589.0,118472,702.0,12113221.2,23012.59,1.2658752631185288
Maize,Summer,Tangail,56994.0,112994,1155.8,7789289.4399999995,15087.779999999999,1.9825595676737902
Maize,Winter,Narayanganj,153314.0,1049167,601.9000000000001,21209813.74,41593.62,6.843256323623414
Maize,Summer,Mymensingh,196547.0,598834,489.29999999999995,28625953.54,27412.989999999998,3.0467725276905777
Maize,Monsoon,Tangail,789100.0,1159800,75.70000000000005,120606781.0,248403.0,1.469775693828412
Maize,Winter,Narayanganj,145886.0,183156,112.39999999999998,18357029.5,39060.1,1.2554734518733806
Maize,Summer,Dinajpur,6541.0,13374,406.5,-2054890.9100000001,-7233.93,2.044641492126586
Maize,Monsoon,Rajshahi,18174.0,41760,3244.4,121566.24000000022,-2275.62,2.29778804886101
Maize,Monsoon,Jessore,413659.0,912047,48.10000000000002,36161097.53,94414.75,2.204828131383579
Maize,Winter,Mymensingh,199600.0,600608,402.70000000000005,16183548.0,38892.0,3.009058116232465
Maize,Monsoon,Pabna,12485.0,17757,1252.8000000000002,-2855576.4,-10380.55,1.4222667200640768
Maize,Monsoon,Rangpur,6.0,23,1653.3000000000002,-1999428.98,-5998.139999999999,3.8333333333333335
Maize,Monsoon,Bogra,843065.0,1672641,555.0,84102228.45,213196.9,1.9840000474459265
Maize,Autumn,Tangail,21.0,19695,156.0999999999999,-4998001.43,-14993.49,937.8571428571429
Maize,Monsoon,Rangpur,19160.0,41020,196.9000000000001,-1892248.0,-8294.0,2.140918580375783
Maize,Monsoon,Tangail,475000.0,947800,639.4000000000001,56662250.0,92500.0,1.9953684210526317
Maize,Monsoon,Bogra,841830.0,1111216,540.4,111300122.0,131692.8,1.3200004751553165
Maize,Summer,Mymensingh,175637.0,614084,652.8,20430601.27,32640.14,3.496324806276582
Maize,Monsoon,Narayanganj,168944.0,1283603,786.2,26402716.8,56130.4,7.5978016384127285
Maize,Monsoon,Dinajpur,464500.0,792600,58.39999999999998,41974215.0,110125.0,1.706350914962325
Maize,Monsoon,Chittagong,1091587.0,2982667,824.9000000000001,171372503.2,357223.71,2.7324134494089796
Maize,Summer,Gazipur,2266.0,5918,936.9000000000001,-2657924.64,-8252.220000000001,2.6116504854368934
Maize,Monsoon,Jamalpur,5474.0,8786,3265.8,-2138173.44,-6919.88,1.6050420168067228
Maize,Winter,Kushtia,4215.0,13278,-9.5,-2461702.35,-8072.7,3.1501779359430606
Maize,Monsoon,Pabna,13596.0,19137,2726.8,-859445.7599999998,-3833.5200000000004,1.4075463371579877
Maize,Summer,Natore,74.0,147,819.5999999999999,-1991982.8399999999,-5984.46,1.9864864864864864
Maize,Monsoon,Brahmanbaria,298467.0,729571,112.59999999999991,24542263.66,56632.08,2.4443941876321333
Maize,Summer,Chittagong,23518.0,88268,511.70000000000005,702673.9199999999,-63.159999999999854,3.7532103069988945
Maize,Monsoon,Pabna,12485.0,17757,1652.8000000000002,-855576.3999999999,-4380.55,1.4222667200640768
Maize,Monsoon,Noakhali,35.0,783,-383.6,-3994716.4,-11988.45,22.37142857142857
Maize,Monsoon,Bogra,841830.0,1111216,-59.60000000000002,108300122.0,122692.79999999999,1.3200004751553165
Maize,Monsoon,Jamalpur,5481.0,8443,2226.8,-1160036.75,-4081.65,1.5404123335157818
Maize,Summer,Chittagong,23518.0,88268,711.7,1702673.92,2936.84,3.7532103069988945
Maize,Monsoon,Mymensingh,276983.0,456105,307.79999999999995,30215801.36,49166.43,1.6466895080203479
Maize,Winter,Rangpur,4850.0,10500,733.561905,-3187528.0,-10399.5,2.1649484536082473
Maize,Summer,Mymensingh,149864.0,388209,1047.0,14305610.32,35964.64,2.590408637164362
Maize,Monsoon,Narsingdi,148000.0,403000,166.70000000000005,15748160.0,25080.0,2.722972972972973
Maize,Summer,Tangail,56994.0,112994,955.8,6789289.4399999995,12087.779999999999,1.9825595676737902
Maize,Autumn,Barisal,32295.0,83580,696.0,3364522.45,1750.8000000000002,2.5880167208546214
Maize,Monsoon,Narsingdi,151000.0,514000,291.29999999999995,19599040.0,7590.0,3.403973509933775
Maize,Monsoon,Rangamati,310909.0,512296,516.7,43885077.2,87381.79,1.6477361543088171
Maize,Winter,Jamalpur,505.2,686,3465.8,-1920461.312,-5808.023999999999,1.3578780680918447
Maize,Winter,Barisal,171547.0,1284319,1533.4,28464912.72,60472.39,7.486688779168391
Maize,Summer,Barisal,39124.0,184380,496.0,3498887.6399999997,389.7600000000002,4.712708312033534
Maize,Summer,Natore,74.0,147,419.5999999999999,-3991982.84,-11984.46,1.9864864864864864
Maize,Monsoon,Kushtia,995794.0,1012898,343.4,96384447.2,282780.26,1.0171762432792324
Maize,Monsoon,Natore,21193.0,40823,978.9000000000001,1640109.6800000002,1841.4099999999999,1.9262492332373897
Maize,Summer,Tangail,56994.0,112994,955.8,6789289.4399999995,12087.779999999999,1.9825595676737902
Maize,Summer,Barisal,71365.0,368001,1430.0,9235705.6,21118.7,5.156603377005535
Maize,Winter,Jamalpur,385.0,412,1512.1,-1944929.6,-5965.35,1.07012987012987
Maize,Monsoon,Satkhira,45000.0,78000,1109.8,1454100.0,1800.0,1.7333333333333334
Maize,Monsoon,Sirajganj,97851.0,139927,522.8,7601177.34,11548.71,1.4300007153733738
Maize,Winter,Narayanganj,104342.0,693800,526.5,15479371.84,28432.86,6.649287918575454
Maize,Winter,Chittagong,65189.0,152769,402.9,3657752.5700000003,7949.139999999999,2.343478194173864
Maize,Monsoon,Jessore,337533.0,986011,528.4,32472245.29,81758.58,2.9212284428485513
Maize,Winter,Rangpur,6800.0,19000,576.7,-1974560.0,-6892.0,2.7941176470588234
Maize,Winter,Rangpur,7060.0,17000,1639.8,-918055.0,-3529.0,2.407932011331445
Maize,Winter,Narayanganj,164978.0,1108221,310.1,25336621.28,52041.86,6.717386560632327
Maize,Whole Year,Khulna,59.0,74,2202.9,-1990683.31,-5980.530000000001,1.2542372881355932
Maize,Monsoon,Brahmanbaria,295351.0,543061,848.0999999999999,33418491.92,56023.71,1.8386970079667921
Maize,Winter,Gazipur,6505.0,17797,833.8,-3132233.0,-10959.2,2.7358954650269025
Maize,Monsoon,Dhaka,18969.0,13745,1784.6,274762.48,-2016.5100000000002,0.7246033001212505
Maize,Monsoon,Narsingdi,154000.0,352000,388.6,14215200.0,41660.0,2.2857142857142856
Maize,Monsoon,Mymensingh,375000.0,456375,1103.7,34688750.0,113250.0,1.217
Maize,Monsoon,Brahmanbaria,300150.0,682615,695.4000000000001,38040010.0,42024.0,2.274246210228219
Maize,Winter,Jamalpur,430.0,670,1265.2,-1930254.0,-5849.5,1.558139534883721
Maize,Monsoon,Sirajganj,97851.0,139927,722.8,8601177.34,14548.71,1.4300007153733738
Maize,Monsoon,Cox's Bazar,521865.0,1408615,346.4,76780740.4,166215.45,2.6991942360572176
Maize,Summer,Barisal,71365.0,368001,1230.0,8235705.6,18118.7,5.156603377005535
Maize,Winter,Jamalpur,430.0,670,1265.2,-1930254.0,-5849.5,1.558139534883721
Maize,Winter,Tangail,65000.0,130500,652.0,5042100.0,7650.0,2.0076923076923077
Maize,Summer,Mymensingh,181513.0,717393,229.20000000000005,28151124.43,37563.12,3.9522954278756894
Maize,Summer,Natore,74.0,147,219.5999999999999,-4991982.84,-14984.46,1.9864864864864864
Maize,Summer,Gazipur,2489.0,6521,810.0999999999999,-1606962.01,-5178.63,2.6199276817999197
Maize,Monsoon,Jessore,75017.0,276205,540.7,9845934.47,18755.61,3.6818987696122214
Maize,Monsoon,Pabna,12485.0,17757,1452.8000000000002,-1855576.4,-7380.55,1.4222667200640768
Maize,Autumn,Tangail,21.0,19695,756.0999999999999,-1998001.4300000002,-5993.49,937.8571428571429
Maize,Monsoon,Faridpur,6600.0,20600,217.10000000000002,39104.0,-492.0,3.121212121212121
Maize,Winter,Kushtia,4172.0,5704,675.5999999999999,-1587055.44,-4998.72,1.3672099712368169
Maize,Monsoon,Gazipur,43100.0,42400,502.79999999999995,1080277.0,1775.0,0.9837587006960556
Maize,Monsoon,Rangpur,19810.0,45840,780.0,-1881113.6,-7472.2,2.313982836951035
Maize,Monsoon,Faridpur,9662.0,19000,239.20000000000005,-395045.17999999993,-3681.12,1.9664665700683088
Maize,Monsoon,Rangpur,19160.0,41020,796.9000000000001,1107752.0,706.0,2.140918580375783
Maize,Summer,Mymensingh,153596.0,489273,547.8,13640590.64,23255.16,3.1854540482825073
Maize,Winter,Rangpur,3850.0,8000,1960.5,-360476.5,-2076.0,2.0779220779220777
Maize,Monsoon,Cox's Bazar,552897.0,2436849,748.7,76888087.53,140282.19,4.40741946510833
Maize,Monsoon,Narsingdi,126000.0,502000,505.20000000000005,20107520.0,38580.0,3.984126984126984
Maize,Monsoon,Sirajganj,93955.0,122611,401.4,5894719.85,14488.75,1.3049970730668938
Maize,Winter,Tangail,70200.0,87600,457.79999999999995,3891534.0,9252.0,1.2478632478632479
Maize,Monsoon,Brahmanbaria,300150.0,682615,495.4000000000001,37040010.0,39024.0,2.274246210228219
Maize,Winter,Pabna,1412.0,2076,1934.4,-1777031.08,-5534.04,1.4702549575070822
Maize,Winter,Mymensingh,301268.0,2279174,994.7,50745791.68,108469.16,7.565270788799341
Maize,Winter,Gazipur,331.0,483,1030.2,-1950085.2,-5897.389999999999,1.459214501510574
Maize,Winter,Satkhira,5330.0,10560,1322.1,-1160844.8,-3974.6,1.9812382739212007
Maize,Winter,Jamalpur,142.0,180,1429.9,-2978563.68,-8953.14,1.267605633802817
Maize,Monsoon,Narsingdi,126000.0,502000,-94.79999999999995,17107520.0,29580.0,3.984126984126984
Maize,Monsoon,Cox's Bazar,463203.0,1597928,415.70000000000005,70926680.32,170017.14,3.449735860950814
Maize,Summer,Gazipur,2071.0,4226,290.4000000000001,-4775627.859999999,-14565.09,2.0405601158860454
Maize,Winter,Narayanganj,130471.0,984135,711.3,18695902.16,40055.43,7.542940576833166
Maize,Winter,Chittagong,65189.0,152769,202.89999999999998,2657752.5700000003,4949.139999999999,2.343478194173864
Maize,Monsoon,Chittagong,1262641.0,2988982,547.2,190499733.3,432924.35,2.3672461135033633
Maize,Summer,Mymensingh,153596.0,489273,747.8,14640590.64,26255.16,3.1854540482825073
Maize,Winter,Tangail,57900.0,81100,237.4000000000001,1730942.0,1896.0,1.4006908462867012
Maize,Winter,Rangpur,3850.0,8000,1760.5,-1360476.5,-5076.0,2.0779220779220777
Maize,Monsoon,Satkhira,63200.0,113760,1340.9,8040128.0,2688.0,1.8
Maize,Winter,Pabna,2463.0,5265,1169.1,-4600501.4,-14137.95,2.137637028014616
Maize,Winter,Jamalpur,119.0,242,2040.6999999999998,-2988242.8,-8965.49,2.033613445378151
Maize,Winter,Jamalpur,298.0,468,2426.8,-954331.5,-2895.7,1.570469798657718
Maize,Monsoon,Narayanganj,223113.0,1458297,140.89999999999998,29237597.37,51240.51,6.536136397251617
Maize,Monsoon,Pabna,12485.0,17757,1252.8000000000002,-2855576.4,-10380.55,1.4222667200640768
Maize,Whole Year,Barisal,35469.0,130390,1652.9,2375584.73,7995.389999999999,3.676167921283374
Maize,Monsoon,Brahmanbaria,291960.0,594280,1016.9000000000001,41185300.4,75829.2,2.035484312919578
Maize,Monsoon,Kaptai,50797.0,77216,2545.5,6997479.68,16302.86,1.5200897690808512
Maize,Monsoon,Satkhira,63640.0,125920,908.3,8049392.4,15001.2,1.978629792583281
Maize,Winter,Chittagong,111362.0,347253,778.9863640000001,16655362.239999998,30749.46,3.118236023059931
Maize,Monsoon,Rangpur,3540.0,8270,1143.7,-2664868.2,-8115.0,2.3361581920903953
Maize,Winter,Chittagong,48844.0,98932,1066.7,3648483.4800000004,12141.64,2.0254688395708786
Maize,Monsoon,Satkhira,63100.0,65690,1025.9,8832242.0,7727.0,1.0410459587955625
Maize,Monsoon,Tangail,254500.0,459110,835.8,24992085.0,63170.0,1.8039685658153242
Maize,Monsoon,Kushtia,907927.0,1473111,274.4,86131193.59,227061.02,1.6224993859638495
Maize,Monsoon,Tangail,658330.0,2136362,751.0999999999999,98889072.5,224415.5,3.2451232664469187
Maize,Winter,Chittagong,67807.0,161775,403.79999999999995,3196356.91,6307.889999999999,2.3858156237556596
Maize,Monsoon,Chittagong,1262641.0,2988982,747.2,191499733.3,435924.35,2.3672461135033633
Maize,Monsoon,Sirajganj,120547.0,309324,898.9000000000001,16473827.75,36191.45,2.5660033016167967
Maize,Monsoon,Noakhali,53.0,95,-188.10000000000002,-3994587.11,-11986.22,1.7924528301886793
Maize,Summer,Tangail,22300.0,31300,589.0,-295747.0,-6648.0,1.4035874439461884
Maize,Winter,Barisal,52130.0,284572,1517.0,7231848.3,14202.900000000001,5.458891233454825
Maize,Monsoon,Noakhali,37.0,828,-93.20000000000005,-3994653.87,-11990.01,22.37837837837838
Maize,Monsoon,Kushtia,907927.0,1473111,-125.60000000000002,84131193.59,221061.02,1.6224993859638495
Maize,Winter,Dinajpur,92747.0,196862,206.5,9401014.03,13041.689999999999,2.122570002264224
Maize,Monsoon,Barisal,38519.0,121161,1552.5,805677.2000000002,2170.51,3.1454866429554245
Maize,Winter,Jessore,303916.0,2313946,697.0,47483486.76,63939.84,7.613768278076837
Maize,Monsoon,Kaptai,40548.0,55941,2632.8,2838679.16,7137.0,1.3796241491565553
Maize,Winter,Gazipur,5786.0,12841,1103.4,-1306142.88,-4784.9400000000005,2.2193225025924646
Maize,Summer,Gazipur,2071.0,4226,490.4000000000001,-3775627.86,-11565.09,2.0405601158860454
Maize,Monsoon,Dinajpur,297588.0,393828,184.29999999999995,44992121.08,92204.04,1.3234001371023025
Maize,Monsoon,Jessore,305100.0,791500,327.5,26036367.0,85581.0,2.594231399541134
Maize,Winter,Mymensingh,268085.0,1645555,712.0,40207302.4,95872.3,6.138183784993566
Maize,Winter,Kushtia,4215.0,13278,190.5,-1461702.35,-5072.7,3.1501779359430606
Maize,Autumn,Tongi,76327.31,93851,1244.7,9182063.15,9212.3696,1.2295861075151213
Maize,Summer,Barisal,55352.0,255082,1517.0,7740634.32,15266.16,4.608361034831623
Maize,Autumn,Gazipur,49126.0,113342,1235.9,5968237.2,11194.099999999999,2.3071693197085046
Maize,Winter,Mymensingh,249982.0,1105141,474.0,37474657.62,76494.06,4.420882303525854
Maize,Winter,Narayanganj,158323.0,1059526,170.89999999999998,20926373.12,48162.74,6.692179910688908
Maize,Monsoon,Kushtia,718026.0,1052727,542.6,118271298.9,169326.24,1.4661405018759766
Maize,Monsoon,Rajshahi,18056.0,41242,3070.8,-1148777.04,-6041.52,2.284116083296411
Maize,Monsoon,Tongi,284565.0,576153,765.7,42801913.6,102134.7,2.024679774392494
Maize,Autumn,Mymensingh,263299.0,321402,1000.2,32124086.6,33127.84,1.2206730750971329
Maize,Autumn,Barisal,56185.0,151542,1230.0,5845766.4,12350.3,2.697196760701255
Maize,Monsoon,Dinajpur,464500.0,792600,58.39999999999998,41974215.0,110125.0,1.706350914962325
Maize,Monsoon,Jessore,530919.0,1492303,661.9,87939550.88,172203.27,2.810792230076528
Maize,Monsoon,Pabna,12485.0,17757,1452.8000000000002,-1855576.4,-7380.55,1.4222667200640768
Maize,Monsoon,Kushtia,695526.0,1277851,795.2,99496551.7,184792.02,1.8372440426382335
Maize,Autumn,Gazipur,91261.0,252778,1432.4,12186301.89,21640.47,2.7698359649795643
Maize,Summer,Mymensingh,184273.0,719263,274.0,26098549.43,51810.09,3.9032468131522253
Maize,Summer,Chittagong,11974.0,27080,860.8,-816968.8,-2527.54,2.2615667279104725
Maize,Monsoon,Satkhira,45000.0,90000,932.0,1595850.0,2700.0,2.0
Maize,Winter,Mymensingh,209236.0,544140,489.29999999999995,30603153.52,29570.120000000003,2.6006041025444953
Maize,Summer,Dinajpur,5516.0,12676,667.8,-1052571.8399999999,-3959.08,2.2980420594633792
Maize,Winter,Jamalpur,119.0,242,2040.6999999999998,-2988242.8,-8965.49,2.033613445378151
Maize,Monsoon,Kaptai,37800.0,54985,2539.5,2095252.0,1938.0,1.4546296296296297
Maize,Monsoon,Natore,29501.0,44967,1019.5999999999999,2196138.34,3195.21,1.52425341513847
Maize,Winter,Dinajpur,80600.0,157100,-139.39999999999998,9154480.0,15986.0,1.9491315136476426
Maize,Summer,Dinajpur,5516.0,12676,867.8,-52571.83999999997,-959.0799999999999,2.2980420594633792
Maize,Monsoon,Narsingdi,152000.0,310000,101.80000000000001,13389840.0,35000.0,2.039473684210526
Maize,Monsoon,Pabna,2080.0,2080,2084.4,-787569.6,-2459.2,1.0
Maize,Monsoon,Narsingdi,130000.0,507000,186.60000000000002,16783700.0,29100.0,3.9
Maize,Monsoon,Bogra,1100000.0,3138000,400.70000000000005,170701000.0,354000.0,2.8527272727272726
Maize,Monsoon,Chittagong,1296051.0,3407725,819.0999999999999,207219472.2,444617.85,2.6293139698977894
Maize,Monsoon,Faridpur,9662.0,19000,-160.79999999999995,-2395045.1799999997,-9681.119999999999,1.9664665700683088
Maize,Monsoon,Bogra,808300.0,1085400,589.0999999999999,73925911.0,241573.0,1.3428182605468266
Maize,Winter,Narayanganj,153314.0,1049167,-198.0999999999999,17209813.74,29593.620000000003,6.843256323623414
Maize,Winter,Narayanganj,153314.0,1049167,801.9000000000001,22209813.74,44593.62,6.843256323623414
Maize,Monsoon,Rangpur,19160.0,41020,796.9000000000001,1107752.0,706.0,2.140918580375783
Maize,Winter,Jessore,161853.0,1131719,820.5,24252556.6,50648.55,6.9922645857660966
Maize,Winter,Mymensingh,284883.0,2131513,605.5999999999999,40658319.75,90709.05,7.482064566857272
Maize,Monsoon,Kushtia,842052.0,1116939,190.5,105538460.9,179251.44,1.326448960396745
Maize,Summer,Natore,48.0,118,1335.4,-1993064.48,-5987.04,2.4583333333333335
Maize,Monsoon,Barisal,64629.0,190546,1212.9,5001905.86,7572.09,2.9483049405065835
Maize,Autumn,Tangail,21.0,19695,556.0999999999999,-2998001.43,-8993.49,937.8571428571429
Maize,Monsoon,Faridpur,17469.0,36000,116.89999999999998,94882.47999999998,-2331.51,2.0607934054611023
Maize,Monsoon,Rangpur,12640.0,25470,776.7,-93888.0,-2081.6,2.0150316455696204
Maize,Winter,Tangail,171600.0,443600,1209.8,23794484.0,43332.0,2.585081585081585
Maize,Monsoon,Bogra,841830.0,1111216,340.4,110300122.0,128692.79999999999,1.3200004751553165
Maize,Monsoon,Faridpur,11769.0,25200,-284.4,-3316562.24,-13940.79,2.1412184552638287
Maize,Monsoon,Satkhira,63660.0,126040,1559.8,7755895.0,16281.0,1.9798931825322024
Maize,Autumn,Tongi,76327.31,93851,1044.7,8182063.15,6212.3696,1.2295861075151213
Maize,Autumn,Tongi,75712.78,116029,1065.1,7669279.134,10656.8116,1.532488966856058
Maize,Winter,Chittagong,48844.0,98932,866.7,2648483.4800000004,9141.64,2.0254688395708786
Maize,Autumn,Gazipur,52843.0,103999,610.0999999999999,5344438.13,8438.189999999999,1.9680752417538747
Maize,Monsoon,Narsingdi,165000.0,345000,290.1,13703050.0,45150.0,2.090909090909091
Maize,Winter,Kushtia,11659.0,16894,683.4,237369.66999999993,147.92999999999984,1.4490093490007718
Maize,Monsoon,Natore,21692.0,36649,1380.9,2324299.0,4592.2,1.689516872579753
Maize,Monsoon,Rangpur,3540.0,8270,1543.7,-664868.2,-2115.0,2.3361581920903953
Maize,Monsoon,Rajshahi,16898.0,24424,2974.4,26408.159999999916,-2451.42,1.4453781512605042
Maize,Winter,Dinajpur,92747.0,196862,6.5,8401014.03,10041.689999999999,2.122570002264224
